Bulk Density [g/cm³],Field Capacity [m³/m³],Wilting Point [m³/m³],Available Water Capacity [m³/m³],Hydraulic Conductivity [cm/hr],CEC [cmol/kg],Infiltration Rate [cm/hr],Salinity Class
1.05735,0.41322735600000005,0.222683352,0.19054400400000004,0.583006929359981,19.468780000000002,0.21599378881987577,
1.4086820754716982,0.344972598490566,0.20546947622641507,0.13950312226415093,0.6361177149388647,9.208398113207545,0.26518446601941753,
1.2197900000000002,0.4344054680000001,0.25,0.18440546800000007,0.3930372537565031,16.740740000000002,0.1,
1.17711,0.43184594,0.25,0.18184593999999998,0.4243006690932209,16.764,0.1,
1.25863,0.400694516,0.236668072,0.164026444,0.4781385020509997,14.03358,0.13583959899749373,
1.17449,0.32746497999999996,0.16260116000000002,0.16486381999999994,1.0932354767868568,14.3019,0.7178240740740741,
1.0,0.5,0.25,0.25,0.5659703977139754,29.827280000000005,0.2344955489614243,
1.0,0.45830996,0.24670232,0.21160764,0.5586164449442477,25.1535,0.19311926605504587,
1.0,0.406131636,0.212855112,0.193276524,0.7019621841716928,20.298180000000002,0.32709790209790207,
1.0120399999999998,0.40846330399999997,0.212448368,0.19601493599999997,0.6534821310180818,19.80812,0.2816608996539793,
1.0,0.43163757599999997,0.243060592,0.18857698399999998,0.855684601343875,25.68128,0.437459807073955,
1.36206,0.240840944,0.116485248,0.124355696,1.9059597133041857,7.74672,1.5280254777070064,
1.29614,0.3084138,0.1726196,0.1357942,1.1452853794688644,10.928,0.6646616541353383,
1.0,0.39735829199999995,0.180609064,0.21674922799999993,0.8467470974722267,22.182859999999998,0.5348167539267015,
1.21035,0.39388974800000004,0.206384616,0.18750513200000005,0.5021040409674691,13.97724,0.13161993769470404,
1.0,0.460132092,0.25,0.210132092,0.7648807246194887,29.214659999999995,0.37321428571428567,
1.28783,0.40062689999999995,0.24630980000000002,0.15431709999999993,0.47101389232308605,13.980900000000004,0.13805620608899297,
1.03722,0.38385949599999997,0.20576923200000002,0.17809026399999994,0.8402987482934726,18.634680000000003,0.4446428571428571,
1.26128,0.279754272,0.15361222400000002,0.126142048,1.6707586436540434,11.806560000000001,1.073148148148148,
1.1136300000000001,0.371737836,0.21323551200000002,0.15850232399999997,0.8721550837570049,17.340580000000003,0.44681528662420383,
1.29966,0.401131424,0.236037408,0.165094016,0.43302574407055106,13.86842,0.1,
1.10347,0.45067926799999997,0.25,0.20067926799999997,0.39927646939216505,20.16544,0.1,
1.20328,0.43471570400000004,0.25,0.18471570400000004,0.38508244145909076,17.183320000000002,0.1,
1.28595,0.44496833199999997,0.25,0.19496833199999997,0.32655302909752476,15.868860000000002,0.1,
1.22789,0.454799756,0.25,0.204799756,0.32544208723833495,17.36278,0.1,
1.2158499999999999,0.445314516,0.25,0.195314516,0.3574322348913259,17.74398,0.1,
1.0462200000000001,0.481778552,0.25,0.23177855200000003,0.3576627542720382,23.017160000000004,0.1,
1.14236,0.47930665599999994,0.25,0.22930665599999994,0.3221912313432457,21.09808,0.1,
1.0896,0.456825696,0.25,0.206825696,0.39213329315750434,20.69128,0.1,
1.0,0.388817104,0.17456796800000002,0.214249136,0.8534807233503813,20.86692,0.5497311827956989,Non-saline
1.25767,0.342287844,0.16529504800000003,0.17699279599999998,0.7523738917574022,12.583020000000001,0.3904564315352697,
1.09162,0.42731140799999995,0.24491833600000001,0.18239307199999993,0.49736327791004437,17.777840000000005,0.14775725593667546,Non-saline
1.0,0.37452376,0.19782192,0.17670183999999997,1.638602890497081,25.5036,1.1116336633663366,Non-saline
1.29978,0.240907128,0.096246576,0.144660552,1.9733027295520142,8.726640000000002,2.351530612244898,Non-saline
1.0,0.46828613599999996,0.24740411199999998,0.22088202399999998,0.7269653590961525,29.707279999999997,0.3489547038327526,Non-saline
1.04445,0.487852124,0.25,0.237852124,0.3464764465371798,20.84552,0.1,Non-saline
1.3574199999999998,0.31232237599999996,0.16808219200000002,0.14424018399999994,0.9274995693101301,8.929079999999999,0.5174074074074074,Non-saline
1.2236000000000002,0.33325284,0.14801528,0.18523756,0.8427014023173779,12.286200000000001,0.5248717948717948,Non-saline
1.10216,0.45267283999999997,0.25,0.20267283999999997,0.40778731924744693,19.008000000000003,0.1,Non-saline
1.28413,0.400083564,0.214123288,0.185960276,0.407524493780796,13.036620000000001,0.1,Non-saline
1.16955,0.44381689199999996,0.25,0.19381689199999996,0.3712220088895658,16.60866,0.1,Non-saline
1.0,0.451858536,0.25,0.20185853599999998,0.5983478248844003,24.197879999999998,0.23527027027027028,Non-saline
1.1215700000000002,0.46618974799999996,0.25,0.21618974799999996,0.36337388872897575,19.078740000000003,0.1,Non-saline
1.18949,0.458687372,0.25,0.20868737199999998,0.3361040275101862,16.67576,0.1,Non-saline
1.3212300000000001,0.38372118800000005,0.24104109599999998,0.14268009200000006,0.5386091371022731,12.93714,0.1942080378250591,Non-saline
1.25607,0.400703564,0.24462328800000002,0.156080276,0.5002115513245194,14.840019999999999,0.1608173076923077,Non-saline
1.0,0.489862588,0.25,0.239862588,0.4509347628320681,25.42734,0.13744855967078187,Non-saline
1.21937,0.48777213999999997,0.25,0.23777213999999997,0.27061615341902534,19.0776,0.1,Non-saline
1.17677,0.5,0.25,0.25,0.2577707983557962,20.75346,0.1,Non-saline
1.1302800000000002,0.5,0.25,0.25,0.265603452880967,21.906839999999995,0.1,Non-saline
1.0,0.36256353199999997,0.191885144,0.17067838799999996,1.4065452765445583,22.14726,0.9198630136986302,Non-saline
1.0,0.45476898649056596,0.25,0.20476898649056596,0.6361177149388647,26.753221132075467,0.26518446601941753,
1.03913,0.49136117199999996,0.25,0.24136117199999996,0.35269046334446075,22.815260000000002,0.1,Non-saline
1.08753,0.39864164399999996,0.220914648,0.17772699599999997,0.6616582266541878,17.74702,0.2869230769230769,Non-saline
1.0,0.441629732,0.22376554399999998,0.21786418800000001,0.4543951807054558,20.67406,0.1,Non-saline
1.0,0.468769016,0.25,0.21876901599999998,0.45948751627286455,23.24988,0.11890547263681592,Non-saline
1.0,0.482233296,0.25,0.23223329599999998,0.4840761842787602,25.71698,0.14449877750611248,Non-saline
1.10773,0.43202307599999995,0.245511592,0.18651148399999995,0.45118402745916086,17.62758,0.10338541666666667,Non-saline
1.14874,0.37879664799999996,0.208694416,0.17010223199999996,0.7161330491126318,16.02684,0.3336538461538462,Non-saline
1.0,0.399691604,0.17911696800000002,0.22057463599999996,1.45503592629398,28.94012,1.4413385826771654,Non-saline
1.0,0.37300353199999997,0.179885144,0.19311838799999997,1.1195247948335025,21.870060000000002,0.7884615384615384,Non-saline
1.0076,0.28480567999999995,0.15003056,0.13477511999999994,2.6687857904009844,18.0894,1.9929999999999999,Non-saline
1.37503,0.262397852,0.146354584,0.11604326799999998,1.5961500528233934,8.445260000000001,1.0008849557522124,Non-saline
1.0,0.46964021199999995,0.25,0.21964021199999995,0.49896917469650204,22.48686,0.17551229508196722,Non-saline
1.10229,0.43984831599999996,0.25,0.18984831599999996,0.48012433275499417,18.203580000000002,0.1530905077262693,Non-saline
1.06837,0.466432124,0.25,0.216432124,0.3882877744200231,20.426920000000003,0.1,Non-saline
1.25922,0.406589992,0.23344046400000001,0.173149528,0.43314541003703544,14.11676,0.1,Non-saline
1.17626,0.437199512,0.25,0.187199512,0.4122434050163191,17.542360000000002,0.1,
1.2949899999999999,0.250229748,0.114384616,0.13584513199999998,1.9189944408222708,9.26644,1.7211678832116788,Non-saline
1.2322300000000002,0.3678607,0.17742940000000001,0.19043129999999997,0.593572424267932,13.416500000000001,0.216793893129771,Non-saline
1.2190400000000001,0.391059512,0.22538830399999998,0.16567120800000001,0.5631624849949088,15.06646,0.2047945205479452,
1.31748,0.271839512,0.118388304,0.153451208,1.3825273025028009,8.88696,1.1933774834437085,Non-saline
1.0,0.39428400399999997,0.216377768,0.17790623599999997,1.2081301331394596,24.345020000000005,0.7179687499999999,Non-saline
1.0320500000000001,0.44462735600000003,0.25,0.19462735600000003,0.45800868839487213,20.228880000000004,0.10755968169761272,Non-saline
1.16262,0.393441888,0.219470496,0.17397139200000003,0.5987337183673559,15.98004,0.2327433628318584,Non-saline
1.17619,0.44158594,0.25,0.19158594,0.3734854750230324,16.2882,0.1,Non-saline
1.25956,0.41720618400000004,0.25,0.16720618400000004,0.41361255837573685,14.69892,0.1,Non-saline
1.15694,0.33529140799999996,0.173918336,0.16137307199999995,1.0788317434713084,14.65914,0.6677215189873418,Non-saline
1.24541,0.410078324,0.23034720800000003,0.17973111599999997,0.418941821492399,13.466020000000002,0.1,Non-saline
1.02822,0.49675664799999997,0.25,0.24675664799999997,0.35113467330143555,21.952840000000002,0.1,Non-saline
1.1329,0.475915704,0.25,0.225915704,0.37231772874658486,19.737319999999997,0.1036789297658863,Non-saline
1.2768300000000001,0.217077364,0.09274288800000001,0.12433447599999999,2.8342210328132165,9.53962,3.4411764705882355,Non-saline
1.29566,0.26731046399999997,0.136933088,0.13037737599999996,1.6933772334569068,11.136120000000002,1.2112299465240641,Non-saline
1.0,0.29650044,0.14825448,0.14824595999999998,2.362619132824378,18.8292,1.946808510638298,Non-saline
1.0,0.45120686800000004,0.25,0.20120686800000004,0.6618410748387571,26.050940000000004,0.2840314136125654,Non-saline
1.01361,0.345280684,0.197810328,0.147470356,1.4492847307242276,20.04522,0.8443579766536965,Non-saline
1.0,0.5,0.25,0.25,0.6175522617287322,37.1412,0.2524154589371981,Non-saline
1.0,0.493168072,0.25,0.243168072,0.4139174316769998,24.53076,0.12634408602150538,Non-saline
1.1945700000000001,0.47025070799999996,0.25,0.22025070799999996,0.3301214291851708,18.32814,0.1,Non-saline
1.1108700000000002,0.48498594,0.25,0.23498594,0.33706504488143446,20.783700000000003,0.1,Non-saline
1.0,0.5,0.25,0.25,0.820868738621102,36.27972,0.3854166666666667,Non-saline
1.38528,0.244113328,0.132626976,0.11148635199999998,1.8763494169302304,8.31024,1.2525252525252526,Non-saline
1.42012,0.20198951999999998,0.11544784,0.08654167999999998,2.855707463720819,7.095600000000001,1.880952380952381,Non-saline
1.0112299999999999,0.372915444,0.174534248,0.19838119599999998,0.8855920651162972,19.46602,0.5560975609756098,Non-saline
1.27994,0.30438522399999995,0.128157008,0.17622821599999997,1.0052491547856688,11.152919999999998,0.7682926829268293,Non-saline
1.3995300000000002,0.26256166000000003,0.09903371999999999,0.16352794000000004,1.1922126253218719,7.414299999999999,1.1574803149606299,Non-saline
1.0,0.5,0.25,0.25,0.4482844935714694,27.819760000000002,0.14313346228239845,Non-saline
1.0,0.5,0.25,0.25,2.4074302686761517,50.0,1.901360544217687,Non-saline
1.26902,0.41135713599999996,0.23830611200000001,0.17305102399999994,0.40666211648550243,14.942879999999999,0.1,Non-saline
1.2172,0.411999512,0.22738830399999999,0.18461120800000003,0.427635466318266,15.87996,0.1,Non-saline
1.2558600000000002,0.38994284799999995,0.22157481599999998,0.16836803199999997,0.5176470181169123,14.67384,0.16301369863013698,Non-saline
1.1304699999999999,0.495160228,0.25,0.24516022799999998,0.2944921458783293,22.38174,0.1,Non-saline
1.0277500000000002,0.47352498,0.25,0.22352497999999998,0.4438474372379001,22.0559,0.14392523364485982,Non-saline
1.01552,0.47478236,0.25,0.22478236000000001,0.44886290579516674,22.924800000000005,0.1472795497185741,
1.2138300000000002,0.36618069999999997,0.19742939999999998,0.1687513,0.6988013199166137,14.5765,0.3211920529801324,Non-saline
1.29056,0.355071896,0.18903003200000001,0.16604186399999998,0.6603797030244843,12.297680000000001,0.287375415282392,Non-saline
1.2042899999999999,0.386304508,0.18710853600000002,0.19919597199999997,0.5132792605652494,14.74914,0.12454873646209387,Non-saline
1.04957,0.474534028,0.25,0.224534028,0.38042908842176193,23.45974,0.1,Non-saline
